Method (NCC),cufft,fftw,numpy_fft,numpy_pointwise
cufft,1.000494728227477,0.707456606871041,0.707456606871041,0.707456606871041
fftw,0.707456606871041,1.000247364113739,1.000247364113739,1.000247364113739
numpy_fft,0.707456606871041,1.000247364113739,1.000247364113739,1.0002473641137386
numpy_pointwise,0.707456606871041,1.000247364113739,1.000247364113739,1.000247364113739
